STRECKE_NR,RICHTUNG,KM_I,KM_L,LAENGE,GEOGR_BREITE,GEOGR_LAENGE,GK_R_DGN,GK_H_DGN
1122,0,107730045,"77,3 + 45",9,53.77034588,11.72271296,3679579.959,5963354.999
1122,0,107940050,"79,4 + 50",5,53.75960728,11.74896099,3681356.324,5962226.898
1122,0,108020062,"80,2 + 62",3,53.75522331,11.75881255,3682024.792,5961764.332
1122,0,108610010,"86,1 + 10",4,53.77003769,11.83163691,3686760.774,5963601.648
1122,0,108740093,"87,4 + 93",54,53.7801496,11.84385063,3687520.719,5964758.877
1122,0,109980033,"99,8 + 33",5,53.83711963,11.9982085,3697424.146,5971515.779
1122,0,110030099,"100,3 + 99",34,53.84111628,12.00353198,3697755.614,5971975.253
1122,0,110170057,"101,7 + 57",6,53.83761078,12.019868,3698847.091,5971630.91
1122,0,111030069,"110,3 + 69",10,53.81629835,12.13734868,3706682.407,5969595.568
1122,0,111030080,"110,3 + 80",33,53.81624069,12.13748442,3706691.627,5969589.549
1122,0,111320067,"113,2 + 67",7,53.80070703,12.17249018,3709073.487,5967963.973
1122,0,111330096,"113,3 + 96",5,53.79992213,12.17393312,3709172.423,5967880.905
1122,0,111780020,"117,8 + 20",8,53.79278455,12.23801678,3713429.111,5967277.642
1122,0,112150082,"121,5 + 82",10,53.77086166,12.27748745,3716141.659,5964958.231
1122,0,113380021,"133,8 + 21",10,53.75819953,12.45879486,3728158.602,5964116.96
1122,0,113430083,"134,3 + 83",8,53.75856378,12.46729834,3728717.159,5964184.838
1122,0,113490050,"134,9 + 50",7,53.75892798,12.47587793,3729280.722,5964253.023
1122,0,113910078,"139,1 + 78",9,53.75462625,12.53799555,3733399.159,5963976.907
1122,0,113960044,"139,6 + 44",8,53.75571713,12.5447806,3733840.384,5964120.577
1122,0,115120066,"151,2 + 66",13,53.75726085,12.69224372,3743552.085,5964788.075
1122,0,115520033,"155,2 + 33",15,53.74888092,12.74783565,3747265.637,5964048.147
1122,0,115670088,"156,7 + 88",11,53.74226896,12.76798306,3748632.948,5963383.074
1122,0,116830044,"168,3 + 44",9,53.70370006,12.92543125,3759251.606,5959656.29
1122,0,118850007,"188,5 + 7",19,53.57534272,13.09967791,3771574.409,5946031.414
1122,0,119520023,"195,2 + 23",9,53.57536325,13.19328143,3777769.867,5946395.116
1122,0,119560095,"195,6 + 95",5,53.57564646,13.20037243,3778237.348,5946454.323
1122,0,119620030,"196,2 + 30",8,53.57707933,13.20792217,3778727.615,5946643.227
1122,0,119840094,"198,4 + 94",17,53.57549836,13.2344829,3780496.015,5946571.818
1122,0,120870042,"208,7 + 42",4,53.56471059,13.37669022,3789981.946,5945942.411
1122,0,122440019,"224,4 + 19",8,53.51430256,13.59405814,3804733.418,5941245.665
1131,0,100770068,"7,7 + 68",32,53.84664025,10.74257922,3614760.589,5969813.419
1131,0,100870043,"8,7 + 43",5,53.85531298,10.74416221,3614841.029,5970781.133
1150,0,113140014,"131,4 + 14",22,53.24834565,10.41989325,3594852.573,5902758.316
1150,0,113150057,"131,5 + 57",6,53.2496301,10.41989291,3594849.711,5902901.251
1150,0,113170023,"131,7 + 23",19,53.25112098,10.41994634,3594849.982,5903067.227
1150,0,113370091,"133,7 + 91",3,53.26696447,10.43537245,3595844.131,5904850.861
1150,0,113390016,"133,9 + 16",46,53.26787125,10.43648154,3595916.097,5904953.255
1150,0,113540020,"135,4 + 20",4,53.27878087,10.4498298,3596781.993,5906185.266
1150,0,113780066,"137,8 + 66",6,53.29645297,10.47169505,3598199.846,5908181.638
1150,0,113910088,"139,1 + 88",25,53.30500653,10.48547401,3599098.695,5909152.496
1150,0,113960089,"139,6 + 89",134,53.30824477,10.49070015,3599439.531,5909520.106
1150,0,114030013,"140,3 + 13",29,53.31227662,10.49721234,3599864.173,5909977.85
1150,0,114150019,"141,5 + 19",8,53.32006855,10.50980076,3600684.799,5910862.599
1150,0,114250010,"142,5 + 10",5,53.32647077,10.52014768,3601359.078,5911589.665
1150,0,114290082,"142,9 + 82",16,53.32951927,10.52507764,3601680.281,5911935.907
1150,0,114360069,"143,6 + 69",6,53.33395877,10.53224727,3602147.306,5912440.16
1150,0,114510010,"145,1 + 10",3,53.34328331,10.5472658,3603125.218,5913499.369
1150,0,114540007,"145,4 + 7",11,53.3452041,10.55036353,3603326.874,5913717.591
1150,0,114740019,"147,4 + 19",15,53.36260914,10.55502242,3603594.937,5915661.181
1150,0,114780037,"147,8 + 37",14,53.36541078,10.55912574,3603861.269,5915978.907
1150,0,114810041,"148,1 + 41",520,53.36715008,10.56264887,3604091.537,5916177.585
1150,0,114950083,"149,5 + 83",39,53.3737069,10.58115227,3605306.937,5916934.353
1150,0,115000026,"150,0 + 26",6,53.37707758,10.58459292,3605527.579,5917314.521
1150,0,115060020,"150,6 + 20",3,53.38217897,10.58722083,3605689.823,5917886.092
1150,0,115520031,"155,2 + 31",52,53.42188476,10.6070911,3606912.366,5922334.165
1150,0,115840024,"158,4 + 24",8,53.44938078,10.62085513,3607757.759,5925414.652
1150,0,116060092,"160,6 + 92",13,53.4695451,10.62405987,3607919.533,5927663.408
1150,0,116130038,"161,3 + 38",6,53.47518977,10.62263059,3607810.332,5928289.395
1150,0,116130060,"161,3 + 60",6,53.47536458,10.62247626,3607799.643,5928308.614
1151,0,117560016,"175,6 + 16",6,53.105039,11.11831609,3641938.751,5887966.537
1151,0,118010050,"180,1 + 50",105,53.12280646,11.06071764,3638024.981,5889830.942
1151,0,118100004,"181,0 + 4",7,53.12873503,11.05260738,3637463.214,5890475.009
1151,0,118160054,"181,6 + 54",20,53.13325508,11.04644917,3637036.698,5890966.148
1151,0,118370059,"183,7 + 59",10,53.14789177,11.02649885,3635655.551,5892556.776
1151,0,118410098,"184,1 + 98",17,53.15079281,11.02206472,3635349.808,5892871.182
1151,0,118720032,"187,2 + 32",8,53.15463531,10.97796924,3632388.387,5893216.311
1151,0,119420090,"194,2 + 90",10,53.1718476,10.88038135,3625810.785,5894955.607
1151,0,119440000,"194,4 + 0",9,53.17162206,10.87877993,3625704.373,5894927.699
1151,0,119480051,"194,8 + 51",17,53.17069738,10.87221417,3625268.077,5894813.301
1151,0,120060058,"200,6 + 58",6,53.16115873,10.78691545,3619591.319,5893606.078
1151,0,120200037,"202,0 + 37",7,53.16311196,10.76656526,3618224.982,5893789.633
1151,0,120230037,"202,3 + 37",6,53.16358867,10.76214842,3617928.301,5893835.396
1151,0,120430006,"204,3 + 6",6,53.16671865,10.73314794,3615980.485,5894136.322
1151,0,120750019,"207,5 + 19",6,53.17446856,10.68755735,3612911.523,5894925.834
1151,0,120880001,"208,8 + 1",7,53.18170528,10.67267927,3611897.982,5895707.749
1151,0,121220087,"212,2 + 87",5,53.18796402,10.62208502,3608500.124,5896326.331
1151,0,121340095,"213,4 + 95",8,53.19004092,10.6043999,3607312.912,5896530.79
1151,0,121720048,"217,2 + 48",7,53.19994153,10.55072208,3603701.496,5897553.403
1151,0,121740026,"217,4 + 26",5,53.20038942,10.54816491,3603529.549,5897599.542
1151,0,121760002,"217,6 + 2",8,53.20084009,10.54564028,3603359.773,5897646.044
1151,0,122160016,"221,6 + 16",84,53.21783939,10.4933651,3599827.34,5899463.513
1151,0,122630033,"226,3 + 33",6,53.22768348,10.42853935,3595475.595,5900470.518
1151,0,122690043,"226,9 + 43",58,53.23212308,10.4231416,3595105.316,5900957.372
1151,0,122730018,"227,3 + 18",8,53.23510323,10.42056241,3594926.514,5901285.58
1151,0,122870089,"228,7 + 89",26,53.24814322,10.41808964,3594732.637,5902733.401
1151,0,122910029,"229,1 + 29",19,53.2511997,10.41822748,3594735.09,5903073.71
1151,0,123010060,"230,1 + 60",8,53.26023725,10.41984406,3594823.007,5904081.558
1151,0,123010084,"230,1 + 84",26,53.26044201,10.41972847,3594814.841,5904104.19
1151,0,123020093,"230,2 + 93",112,53.26136524,10.4191724,3594775.697,5904206.192
1153,0,113380097,"133,8 + 97",4,53.26856765,10.41007116,3594152.606,5904995.665
1153,0,113450063,"134,5 + 63",16,53.27289181,10.40317953,3593683.392,5905467.815
1153,0,113630092,"136,3 + 92",3,53.28477901,10.38427103,3592396.436,5906766.046
1153,0,113630094,"136,3 + 94",5,53.28479163,10.38424971,3592394.987,5906767.423
1153,0,113730066,"137,3 + 66",4,53.29010756,10.37276224,3591617.537,5907344.212
1153,0,113790096,"137,9 + 96",3,53.29285316,10.36450744,3591061.268,5907639.205
1153,0,114000046,"140,0 + 46",3,53.30180991,10.33766277,3589252.7,5908602.091
1153,0,114080056,"140,8 + 56",3,53.30534099,10.32704695,3588537.723,5908981.843
1153,0,114220083,"142,2 + 83",7,53.31156721,10.30834747,3587278.578,5909651.727
1153,0,114300062,"143,0 + 62",7,53.31496714,10.29813918,3586591.344,5910017.67
1153,0,114350064,"143,5 + 64",3,53.31717846,10.29157942,3586149.736,5910255.83
1153,0,114360037,"143,6 + 37",5,53.31749656,10.29062223,3586085.31,5910290.076
1153,0,114420007,"144,2 + 7",8,53.31997406,10.28314227,3585581.904,5910556.801
1153,0,114440031,"144,4 + 31",10,53.32094941,10.28020425,3585384.185,5910661.829
1153,0,114520019,"145,2 + 19",5,53.32439201,10.26987963,3584689.411,5911032.655
1153,0,114860005,"148,6 + 5",5,53.34355777,10.23047725,3582027.359,5913119.558
1153,0,114920099,"149,2 + 99",3,53.34754751,10.222477,3581486.954,5913554.404
1153,0,114950025,"149,5 + 25",4,53.34883937,10.21986135,3581310.316,5913695.19
1153,0,115030088,"150,3 + 88",4,53.35317899,10.20914524,3580588.55,5914165.988
1153,0,115050071,"150,5 + 71",11,53.35406185,10.20682877,3580432.651,5914261.628
1153,0,115060035,"150,6 + 35",12,53.35437035,10.20601869,3580378.134,5914295.048
1153,0,115110008,"151,1 + 8",50,53.35627737,10.19968032,3579952.549,5914500.162
1153,0,115140048,"151,4 + 48",3,53.35733883,10.19489774,3579632.154,5914612.947
1153,0,115210087,"152,1 + 87",3,53.3595847,10.18446228,3578933.244,5914851.303
1153,0,115330000,"153,3 + 0",3,53.36316206,10.16886136,3577888.115,5915232.295
1153,0,115400030,"154,0 + 30",4,53.365505,10.15862594,3577202.53,5915481.924
1153,0,115470085,"154,7 + 85",4,53.36795928,10.1480597,3576494.799,5915743.689
1153,0,115530090,"155,3 + 90",36,53.37040004,10.13995466,3575950.983,5916006.667
1153,0,115710060,"157,1 + 60",8,53.38081616,10.1200886,3574610.565,5917144.911
1204,0,101090078,"10,9 + 78",7,54.39099284,9.00746767,3500561.119,6028995.083
1204,0,101160051,"11,6 + 51",12,54.38694124,8.99984227,3500065.777,6028544.067
1204,0,101560016,"15,6 + 16",12,54.3601019,8.95973521,3497458.485,6025557.292
1204,0,101580076,"15,8 + 76",11,54.35834351,8.95710936,3497287.664,6025361.665
1204,0,102040035,"20,4 + 35",2,54.32001815,8.93540997,3495873.06,6021096.719
1204,0,102090048,"20,9 + 48",9,54.31553936,8.9355212,3495879.842,6020598.178
1205,0,102140079,"21,4 + 79",4,54.31698451,8.93198375,3495649.785,6020759.254
1206,0,100520071,"5,2 + 71",4,54.22657955,9.06158929,3504092.802,6010695.948
1206,0,101590026,"15,9 + 26",10,54.19642005,8.91108609,3494272.942,6007340.845
1206,0,101920003,"19,2 + 3",10,54.16931442,8.89657342,3493321.338,6004325.068
1210,0,103110087,"31,1 + 87",3,53.75928692,9.65644472,3543370.325,5958882.585
1210,0,104330031,"43,3 + 31",3,53.78387856,9.48647419,3532141.658,5961529.426
1210,0,104400006,"44,0 + 6",5,53.78261114,9.4764603,3531482.55,5961383.888
1210,0,104400076,"44,0 + 76",8,53.78247968,9.47542186,3531414.198,5961368.798
1210,0,104700026,"47,0 + 26",21,53.78603298,9.43246999,3528580.567,5961746.18
1210,0,105430020,"54,3 + 20",5,53.83484969,9.48199523,3531807.914,5967200.482
1210,0,105520024,"55,2 + 24",4,53.84276065,9.48510415,3532006.568,5968082.368
1210,0,105580057,"55,8 + 57",16,53.84835953,9.4865441,3532097.075,5968706.174
1210,0,106310020,"63,1 + 20",16,53.90899657,9.50309608,3533138.535,5975462.723
1210,0,106340038,"63,4 + 38",13,53.91152717,9.50532388,3533282.933,5975745.423
1210,0,106410016,"64,1 + 16",8,53.91703449,9.50971258,3533566.923,5976360.46
1210,2,106410077,"64,1 + 77",54,53.91752316,9.51013348,3533594.187,5976415.049
1210,0,106450024,"64,5 + 24",15,53.92051232,9.51131494,3533669.414,5976748.306
1210,0,106490020,"64,9 + 20",7,53.92395654,9.51016296,3533590.971,5977131.108
1210,0,107070012,"70,7 + 12",15,53.93649194,9.43399981,3528578.953,5978493.003
1210,0,107300002,"73,0 + 2",4,53.92951188,9.40121314,3526430.098,5977703.419
1210,0,107350048,"73,5 + 48",10,53.9277614,9.39344989,3525921.245,5977505.728
1210,0,107640026,"76,4 + 26",7,53.94209103,9.37707413,3524837.062,5979094.804
1210,0,107680089,"76,8 + 89",7,53.94607951,9.37907555,3524966.113,5979539.433
1210,0,107830067,"78,3 + 67",16,53.95903972,9.38346098,3525246.253,5980983.489
1210,0,107930074,"79,3 + 74",9,53.96808433,9.3838003,3525263.072,5981990.302
1210,0,108140000,"81,4 + 0",7,53.985659,9.37831952,3524892.949,5983944.484
1210,0,108290011,"82,9 + 11",15,53.9961669,9.36376273,3523932.053,5985109.048
1210,0,108390082,"83,9 + 82",8,54.00348347,9.35315669,3523232.437,5985919.889
1210,0,108490036,"84,9 + 36",7,54.00935023,9.34262379,3522538.64,5986569.49
1210,0,108630055,"86,3 + 55",9,54.01389069,9.32261348,3521224.454,5987068.699
1210,0,108790084,"87,9 + 84",2219,54.01616179,9.29805748,3519613.664,5987314.426
1210,0,108980025,"89,8 + 25",7,54.01319673,9.27147257,3517872.295,5986977.394
1210,0,109080030,"90,8 + 30",61,54.00896839,9.25795912,3516988.143,5986503.45
1210,0,109130039,"91,3 + 39",6,54.00804354,9.2503749,3516491.277,5986398.726
1210,0,109260069,"92,6 + 69",24,54.00656936,9.23024536,3515172.066,5986230.164
1210,0,109330076,"93,3 + 76",13,54.00525512,9.21973381,3514483.331,5986081.694
1210,0,109410048,"94,1 + 48",13,54.00231174,9.20907546,3513785.462,5985751.968
1210,0,109490086,"94,9 + 86",11,53.99906468,9.19754633,3513030.486,5985388.386
1210,0,109980060,"99,8 + 60",6,53.98192542,9.12980699,3508591.854,5983470.449
1210,0,110110013,"101,1 + 13",6,53.98994625,9.11770103,3507796.174,5984361.813
1210,0,111130059,"111,3 + 59",26,54.07786749,9.07883653,3505236.108,5994144.347
1210,0,111250098,"112,5 + 98",7,54.08897284,9.08013082,3505319.423,5995380.533
1210,0,111370055,"113,7 + 55",7,54.09934279,9.08135126,3505397.955,5996534.863
1210,0,111470074,"114,7 + 74",20,54.10847586,9.08242626,3505467.096,5997551.513
1210,0,112390036,"123,9 + 36",14,54.18949618,9.10219419,3506746.975,6006571.336
1210,1,112440000,"124,4 + 0",7,54.19357575,9.10074239,3506651.558,6007025.289
1210,0,112460001,"124,6 + 1",7,54.19536214,9.10033999,3506625.011,6007224.09
1210,2,112700076,"127,0 + 76",46,54.21711686,9.09256446,3506114.345,6009644.875
1210,0,113070056,"130,7 + 56",5,54.24500071,9.06877983,3504559.763,6012746.817
1210,0,114510092,"145,1 + 92",9,54.3618763,9.07047239,3504657.105,6025756.345
1210,0,114540019,"145,4 + 19",410,54.36382262,9.0715143,3504724.615,6025973.06
1210,0,115430090,"154,3 + 90",9,54.44235326,9.06570389,3504338.774,6034714.082
1210,0,115670029,"156,7 + 29",5,54.46330399,9.06759496,3504459.225,6037046.281
1210,0,115810080,"158,1 + 80",6,54.47202102,9.05601359,3503707.458,6038015.941
1210,0,115820057,"158,2 + 57",11,54.47212549,9.05483962,3503631.339,6038027.51
1210,0,115840078,"158,4 + 78",27,54.47232264,9.05144901,3503411.506,6038049.289
1210,0,115890052,"158,9 + 52",50,54.47429631,9.04515626,3503003.401,6038268.705
1210,0,115890096,"158,9 + 96",4,54.47458451,9.04469194,3502973.28,6038300.766
1210,0,116000044,"160,0 + 44",8,54.48317335,9.03894444,3502600.156,6039256.597
1210,0,116210011,"162,1 + 11",3,54.5008513,9.04219841,3502809.878,6041224.512
1210,0,116210012,"162,1 + 12",4,54.50086002,9.04219476,3502809.641,6041225.483
1210,0,116750037,"167,5 + 37",4,54.54343461,9.01518956,3501059.067,6045963.92
1210,0,117010066,"170,1 + 66",22,54.56644255,9.00601837,3500465.304,6048524.951
1210,0,117460000,"174,6 + 0",11,54.60431188,8.98634487,3499193.603,6052740.453
1210,0,117490024,"174,9 + 24",12,54.60682219,8.98380768,3499029.709,6053019.924
1210,0,117610059,"176,1 + 59",8,54.61654299,8.97459702,3498434.926,6054102.178
1210,0,117630023,"176,3 + 23",12,54.61783229,8.97336865,3498355.624,6054245.727
1210,0,117670079,"176,7 + 79",6,54.62140645,8.9699198,3498132.997,6054643.678
1210,0,117700056,"177,0 + 56",17,54.62357668,8.96782082,3497997.524,6054885.319
1210,0,118160098,"181,6 + 98",40,54.66363569,8.952689,3497023.141,6059345.091
1210,0,118720092,"187,2 + 92",14,54.71301681,8.93709545,3496021.846,6064842.844
1210,0,119250039,"192,5 + 39",14,54.74974994,8.89077476,3493042.858,6068935.557
1210,0,119840048,"198,4 + 48",6,54.78954929,8.8346129,3489436.966,6073373.037
1210,0,120260020,"202,6 + 20",6,54.81127483,8.78622356,3486331.544,6075799.916
1210,0,120660046,"206,6 + 46",17,54.8304638,8.73337574,3482941.894,6077947.658
1210,0,120830011,"208,3 + 11",14,54.84076483,8.71458791,3481739.201,6079099.116
1210,0,120830043,"208,3 + 43",9,54.84096268,8.71422655,3481716.075,6079121.235
1210,0,123320007,"233,2 + 7",5,54.88823103,8.37038213,3459672.774,6084527.335
1214,0,100130027,"1,3 + 27",13,53.92502717,9.36349377,3523955.035,5977190.895
1214,0,100300059,"3,0 + 59",4,53.92435822,9.33715487,3522225.113,5977107.888
1214,0,100420022,"4,2 + 22",5,53.92362506,9.3194853,3521064.698,5977020.909
1214,0,100530048,"5,3 + 48",7,53.92291306,9.30237843,3519941.199,5976936.733
1215,0,100860083,"8,6 + 83",3,53.92471805,9.18418027,3512175.494,5977110.984
1220,0,100110000,"1,1 + 0",22,53.55574955,9.93566071,3562082.955,5936436.549
1220,0,100150080,"1,5 + 80",4,53.56009007,9.93558193,3562071.388,5936919.544
1220,0,100200000,"2,0 + 0",18,53.56372547,9.93422575,3561976.217,5937322.955
1220,0,100230045,"2,3 + 45",23,53.56678943,9.93360026,3561930.303,5937663.406
1220,0,100250065,"2,5 + 65",5,53.56876247,9.93344459,3561917.111,5937882.854
1220,0,100290020,"2,9 + 20",105,53.57186947,9.93265079,3561859.994,5938227.949
1220,0,100320046,"3,2 + 46",64,53.57440681,9.93019525,3561693.64,5938508.207
1220,0,100330026,"3,3 + 26",18,53.57502574,9.92958151,3561652.087,5938576.558
1220,0,100420060,"4,2 + 60",8,53.58259948,9.92352853,3561240.21,5939414.239
1220,0,100460033,"4,6 + 33",5,53.58564801,9.92118956,3561080.917,5939751.511
1220,0,100480015,"4,8 + 15",6,53.58713629,9.92005168,3561003.423,5939916.171
1220,0,100510061,"5,1 + 61",9,53.5898132,9.91740377,3560824.239,5940211.828
1220,0,100510070,"5,1 + 70",8,53.58987994,9.91732703,3560819.062,5940219.19
1220,0,100530040,"5,3 + 40",18,53.59104708,9.91567934,3560708.288,5940347.679
1220,0,100620025,"6,2 + 25",20,53.59626205,9.90559133,3560032.937,5940919.522
1220,0,100620044,"6,2 + 44",16,53.59637069,9.90536999,3560018.129,5940931.427
1220,0,100660022,"6,6 + 22",19,53.59832007,9.90070207,3559706.341,5941144.458
1220,0,100660041,"6,6 + 41",9,53.59841004,9.90045819,3559690.069,5941154.267
1220,0,100740003,"7,4 + 3",32,53.60208557,9.89074792,3559042.105,5941555.239
1220,0,100740035,"7,4 + 35",14,53.60223995,9.89034016,3559014.898,5941572.083
1220,0,100820033,"8,2 + 33",218,53.60638181,9.88051342,3558358.698,5942024.951
1220,0,100820034,"8,2 + 34",215,53.60638768,9.88050197,3558357.932,5942025.595
1220,0,100820037,"8,2 + 37",218,53.60640527,9.88046763,3558355.635,5942027.524
1220,0,100820038,"8,2 + 38",215,53.60641113,9.88045618,3558354.869,5942028.167
1220,0,100820039,"8,2 + 39",218,53.60641699,9.88044474,3558354.104,5942028.81
1220,0,100820040,"8,2 + 40",215,53.60642286,9.88043329,3558353.338,5942029.454
1220,0,100820043,"8,2 + 43",218,53.60644045,9.88039896,3558351.041,5942031.383
1220,0,100820044,"8,2 + 44",215,53.60644631,9.8803875,3558350.275,5942032.026
1220,0,100820046,"8,2 + 46",6,53.60645804,9.88036462,3558348.744,5942033.313
1220,0,100820048,"8,2 + 48",218,53.60646976,9.88034172,3558347.212,5942034.599
1220,0,100820049,"8,2 + 49",215,53.60647563,9.88033028,3558346.447,5942035.242
1220,0,100820052,"8,2 + 52",218,53.60649322,9.88029594,3558344.15,5942037.172
1220,0,100820053,"8,2 + 53",215,53.60649908,9.88028449,3558343.384,5942037.815
1220,0,100820054,"8,2 + 54",218,53.60650494,9.88027304,3558342.618,5942038.458
1220,0,100820055,"8,2 + 55",215,53.60651081,9.88026161,3558341.853,5942039.101
1220,0,100820058,"8,2 + 58",218,53.6065284,9.88022725,3558339.555,5942041.031
1220,0,100820059,"8,2 + 59",215,53.60653426,9.88021582,3558338.79,5942041.674
1220,0,100840045,"8,4 + 45",34,53.6076616,9.87814223,3558199.991,5942165.444
1220,0,100860020,"8,6 + 20",210,53.60878917,9.87630013,3558076.521,5942289.432
1220,0,100960035,"9,6 + 35",11,53.61550749,9.86577896,3557371.066,5943028.614
1220,0,100960053,"9,6 + 53",12,53.61564844,9.86555935,3557356.342,5943044.124
1220,0,101030032,"10,3 + 32",16,53.62019938,9.85841862,3556877.689,5943544.89
1220,0,101180099,"11,8 + 99",16,53.62946462,9.84062544,3555688.155,5944561.999
1220,0,101210092,"12,1 + 92",20,53.63119779,9.83728511,3555464.908,5944752.285
1220,0,101260064,"12,6 + 64",9,53.63402431,9.83195426,3555108.586,5945062.723
1220,0,101350076,"13,5 + 76",7,53.63943171,9.82137068,3554401.564,5945656.401
1220,0,101370065,"13,7 + 65",4,53.64056955,9.81925021,3554259.86,5945781.419
